Participant Number,Display,THD,TLD
1,NCW,0.0,0.0
2,NCW,0.0,0.0
3,NCW,0.0,0.0
4,NCW,0.0,0.0
5,NCW,0.0,0.0
6,SSD,0.0,0.0
7,SSD,0.0,0.0
8,SSD,0.0,0.0
9,SSD,0.0,0.0
10,SSD,0.0,0.0
11,NCW,12.99,0.0
12,NCW,0.0,0.0
13,NCW,10.465,5.132
14,NCW,17.414,0.0
15,SSD,0.0,0.0
16,SSD,0.0,0.0
17,SSD,0.0,0.0
18,SSD,0.0,0.0
19,NCW,18.295,3.828
20,NCW,0.0,7.823
21,NCW,0.0,0.0
22,NCW,20.347,2.416
23,SSD,0.0,0.0
24,SSD,0.0,0.0
25,SSD,0.0,0.0
26,SSD,0.0,0.0
