Display,THD,TLD
NCW,1,0
NCW,0,0
NCW,0,0
NCW,0,0
NCW,0,0
SSD,0,0
SSD,0,0
SSD,1,0
SSD,0,0
SSD,0,0
NCW,0,0
NCW,0,0
NCW,0,0
NCW,0,0
SSD,1,3
SSD,2,3
SSD,2,1
SSD,1,3
NCW,0,0
NCW,0,0
NCW,0,0
NCW,0,0
SSD,1,1
SSD,2,1
SSD,2,1
SSD,2,3
