Participant Number,Display,THD,TLD
1,NCW,0.0,0.0
2,NCW,0.0,0.0
3,NCW,0.0,0.0
4,NCW,0.0,0.0
5,NCW,0.0,0.0
6,SSD,0.09090909090909091,0.0
7,SSD,0.0,0.0
8,SSD,0.0,0.0
9,SSD,0.0,0.0
10,SSD,0.0,0.0
11,NCW,0.0,0.0
12,NCW,0.14285714285714285,0.0
13,NCW,0.125,0.0
14,NCW,0.16666666666666666,0.0
15,SSD,0.0,0.0
16,SSD,0.0,0.0
17,SSD,0.0,0.0
18,SSD,0.0,0.0
19,NCW,0.0,0.0
20,NCW,0.0,0.0
21,NCW,0.0,0.0
22,NCW,0.14285714285714285,0.0
23,SSD,0.0,0.0
24,SSD,0.0,0.0
25,SSD,0.0,0.0
26,SSD,0.0,0.0
