Display,THD,TLD
NCW,24.7,22.198
NCW,46.875,20.199
NCW,17.688,11.203
NCW,7.36,16.579
NCW,35.68,40.006
SSD,54.5,52.957
SSD,42.407,30.039
SSD,76.732,82.261
SSD,47.309,30.524
SSD,37.916,20.631
NCW,31.426,46.982
NCW,37.348,24.509
NCW,27.276,36.899
NCW,19.932,39.085
SSD,66.687,43.863
SSD,16.739,41.7
SSD,56.201,63.593
SSD,42.418,83.406
NCW,24.9,39.604
NCW,30.55,25.478
NCW,31.466,32.575
NCW,21.232,28.269
SSD,42.059,92.27
SSD,46.398,87.684
SSD,24.719,55.505
SSD,39.548,88.23
