Display,THD,TLD
NCW,0,2
NCW,1,0
NCW,0,0
NCW,0,0
NCW,2,0
SSD,0,0
SSD,0,0
SSD,0,0
SSD,0,0
SSD,0,0
NCW,0,1
NCW,1,0
NCW,0,0
NCW,1,1
SSD,0,2
SSD,0,1
SSD,1,0
SSD,0,2
NCW,1,0
NCW,0,1
NCW,0,1
NCW,1,0
SSD,0,1
SSD,1,2
SSD,0,1
SSD,1,2
